genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
3874959,43.637422370958454,4068,1,0,1,Low
3284674,51.30150910311094,3493,0,0,1,Low
4139387,46.16267446946058,4389,0,0,1,Low
3378706,41.020786280735585,3589,0,0,0,Low
3990366,42.485318452784895,4202,0,0,0,Low
3861155,44.483064616979554,4087,0,0,1,Low
5108135,51.18343016774589,5397,3,5,1,High
3880069,52.1108934849459,4070,1,2,1,Low
3112954,45.67803909920692,3284,0,0,0,Low
5430514,52.215671191058824,5679,3,2,1,High
3220583,47.76747632472978,3395,0,0,1,Low
5028877,45.46829709049049,5275,5,5,1,High
3329492,47.428221904671744,3483,1,0,1,Low
3680220,47.209449132405936,3902,0,0,1,Low
4781168,51.56264102759606,5042,1,5,0,High
4715571,54.97333862922761,4918,5,3,0,High
3268726,43.374462894709524,3421,1,0,1,Low
4129428,47.79901049216608,4360,0,0,1,Low
3501418,44.090485255270714,3720,0,0,1,Low
3871962,59.02342937009587,4049,0,0,0,Low
3291350,49.244099663279556,3419,1,1,1,Low
3242061,47.44887340943373,3435,0,1,1,Low
3450647,38.37834727214328,3661,1,0,0,Low
3655879,53.0119109401334,3885,0,1,1,Low
4468716,58.884443153350055,4716,2,11,0,High
2422238,38.278128392750965,2570,0,1,1,Low
3850363,54.23282438029623,4093,1,1,1,Low
2560030,46.13615351025642,2718,3,0,1,Low
4169656,49.262747428762935,4404,0,0,1,Low
2780267,47.607546571740286,2919,2,0,1,Low
3163865,49.86877033215121,3345,0,0,1,Low
3232754,43.64099489858995,3391,0,1,0,Low
3377424,46.49868222392244,3522,0,0,1,Low
2977985,48.7333329473174,3111,0,0,1,Low
2930867,43.68264307122074,3102,0,0,0,Low
3833814,64.95182528733523,4017,0,0,0,Low
3559158,51.20377445632308,3790,1,1,0,Low
3525747,42.315409202216735,3678,1,0,0,Low
3699659,43.77198217912187,3885,0,0,0,Low
3970332,50.80010665854038,4132,3,4,0,High
4776196,50.36443345602652,5008,7,1,1,High
3342682,38.46984612502949,3539,0,0,1,Low
2677016,53.442895905994064,2854,1,0,0,Low
2489976,46.832298928008434,2653,0,1,1,Low
4184411,45.629068573298454,4376,1,0,1,Low
3749580,44.754418721120224,3942,0,1,1,Low
3582147,44.200591119082716,3803,1,0,1,Low
3972409,53.90085451593726,4135,1,0,1,Low
3517090,41.69012713261357,3743,0,0,1,Low
3684997,40.93071295995079,3837,0,0,1,Low
3950298,45.41794823728377,4166,0,0,1,Low
3318894,60.20379119024123,3455,1,0,0,Low
4609599,52.06744256160652,4807,3,1,0,High
3297332,51.343513262427194,3495,1,0,1,Low
3199641,48.716290672259184,3363,0,0,1,Low
2972652,46.257833788574466,3118,0,0,1,Low
4490659,51.088111692584725,4743,3,1,0,High
3771305,43.01396663786023,3945,0,0,1,Low
4086191,40.00599175511734,4292,0,0,0,Low
3112897,55.724613460342155,3318,0,0,0,Low
4015449,52.94939125010639,4191,3,5,0,High
3196254,46.99240212770182,3346,0,1,1,Low
3878257,55.40722407895457,4093,2,4,0,High
3920438,54.86344307266579,4118,1,0,1,Low
3818839,42.96216961096756,3982,0,0,1,Low
4037200,47.038242168126764,4215,0,0,1,Low
4085016,45.46823406618214,4255,1,0,1,Low
3283593,46.629793561644135,3440,1,0,1,Low
3321635,54.28319880109146,3489,1,1,0,Low
4213682,50.38750239229947,4431,3,1,0,High
3602312,56.11366441059488,3757,0,0,1,Low
3143992,54.14666597517605,3325,0,0,1,Low
3863084,41.430720178352516,4069,1,0,1,Low
4142227,30.433092410907136,4314,1,0,1,Low
3527818,42.19754049925036,3753,0,0,1,Low
5228514,56.27528495857392,5490,4,2,1,High
4201260,55.475856340283784,4440,3,6,0,High
3362673,46.24496316052969,3543,1,0,1,Low
3167157,63.81192707918568,3342,0,0,1,Low
3110737,50.74839912403931,3280,1,0,1,Low
3923010,52.993457672050624,4128,1,0,1,Low
3587739,44.71285582716121,3789,2,0,1,Low
5564750,53.2706485535896,5814,0,7,0,High
3703631,50.327565029599064,3943,0,0,1,Low
3010448,49.8307852813698,3164,0,0,1,Low
5149677,51.94871267674729,5432,4,5,0,High
5304766,53.72167593227828,5562,5,3,1,High
3385734,41.29978727976606,3607,0,0,0,Low
3899540,51.11527377415387,4061,1,2,0,Low
2779963,38.289541859284,2972,0,0,1,Low
5135986,58.868775370519685,5391,3,5,1,High
3711508,44.71486666051416,3920,0,0,1,Low
4916533,48.524034240839136,5186,2,2,0,High
3609473,40.13635696728397,3764,0,0,1,Low
2817512,42.21047394947263,2936,0,0,1,Low
2882213,45.03467711088801,3049,1,1,0,Low
2557267,59.20990952992006,2710,1,0,1,Low
4590793,52.654951725292534,4850,3,6,1,High
2448247,45.90396727572824,2553,0,0,0,Low
2574590,46.03200299056379,2711,1,0,1,Low
3241558,44.93225533950603,3377,0,0,1,Low
4006908,43.68687208837515,4255,1,1,0,Low
4315074,50.686302732003604,4510,2,5,0,High
4991023,51.506018690739154,5250,4,8,0,High
2893864,53.594372507352496,3082,0,0,0,Low
3465152,49.7028767750593,3624,0,0,0,Low
4641516,49.911899348354524,4857,2,5,0,High
4198212,45.078881548215335,4370,6,3,1,High
5796781,53.61593410497893,6072,1,7,1,High
4152329,53.583014309524444,4334,0,0,0,Low
2794292,43.7319615139609,2916,1,0,0,Low
4492267,41.71309751823111,4731,0,0,1,Low
4491305,56.27203668565485,4726,3,6,0,High
3675221,51.84682732371129,3886,0,0,0,Low
4730689,48.56893196700257,5014,1,7,1,High
4212597,52.60919940152689,4418,1,0,1,Low
3217050,46.026845300792004,3357,0,0,1,Low
3730027,47.16158436724318,3907,0,0,1,Low
4378667,49.15585869500232,4565,1,1,1,Low
3098696,67.19303917601704,3215,0,0,1,Low
4055083,46.4434316701778,4263,1,0,1,Low
3213523,43.001458943304364,3414,0,1,0,Low
4958280,47.56248612134774,5232,2,2,0,High
3277345,51.55235722900998,3413,1,0,1,Low
3247147,37.6541800168208,3416,0,0,1,Low
2900588,46.02787939830066,3097,1,0,1,Low
4336843,48.60885240950624,4536,3,4,1,High
2908980,40.978144337590884,3083,1,0,1,Low
2689638,40.811366800780654,2795,0,0,1,Low
3463894,54.474989604771906,3599,0,0,0,Low
4791300,56.641645052198626,5015,4,5,1,High
3379097,50.12873826240787,3565,1,1,1,Low
3100892,53.07921632695511,3229,0,0,1,Low
3547037,52.141126651839194,3740,0,0,1,Low
3575095,50.334646439108894,3728,0,0,0,Low
3081026,39.31832702010015,3290,0,0,1,Low
5377929,48.9030416976909,5633,3,2,1,High
4364278,48.942556808872666,4627,1,0,1,Low
2523204,55.568042211122595,2638,0,0,1,Low
3397454,49.3161209957862,3532,1,0,0,Low
1807710,48.28672404538103,1855,1,0,0,Low
3485013,55.54948846915022,3655,1,0,1,Low
4031642,58.33929703127441,4262,1,3,1,High
4853666,48.12861003692638,5131,4,5,1,High
5067556,52.40119812590913,5338,8,7,1,High
3357031,51.98159456794477,3576,0,0,1,Low
3561099,43.121485651756856,3754,0,0,1,Low
4265710,57.32709813771356,4509,4,13,1,High
4614355,53.4776632649995,4850,6,7,1,High
3599825,58.13765260817147,3831,0,1,0,Low
3397122,44.94213543716201,3588,2,0,1,Low
4060858,56.4469170569371,4292,0,0,1,Low
3320368,44.753364833165236,3488,1,0,1,Low
4524860,55.06723140846465,4731,1,2,1,High
4721864,48.113271855955745,4978,2,6,1,High
3191100,48.76838189096487,3366,0,0,1,Low
4563481,60.61038501329651,4835,4,9,1,High
4226169,54.41974575718104,4461,2,3,1,High
3987247,39.77349337188845,4169,0,0,0,Low
3907212,51.47987617906659,4150,0,0,1,Low
3209336,51.18474469704107,3416,0,1,1,Low
3468896,39.08338853347092,3682,1,0,0,Low
5085732,52.94398571719295,5389,3,2,1,High
3642346,40.44159947304011,3815,0,0,1,Low
3101435,39.570559490614684,3248,0,0,1,Low
2642363,46.93394195098578,2821,0,0,0,Low
3880911,50.426856708867966,4035,0,0,1,Low
3359910,37.274134770794774,3493,1,0,0,Low
3076999,45.19078816123603,3224,0,0,0,Low
4289808,56.982673053846305,4468,1,5,0,High
4572126,52.64615387582493,4771,1,0,0,Low
2663966,44.634319770099566,2840,0,2,1,Low
2887722,39.30398691688341,3035,0,0,1,Low
3660661,46.03946948302623,3874,0,0,0,Low
3712384,49.773194850998294,3934,1,0,1,Low
2545410,46.39827799021795,2658,1,0,1,Low
2767335,47.23688784257313,2933,0,0,1,Low
3413450,50.56999910500654,3629,0,1,1,Low
4689374,52.85461146139309,4901,2,6,0,High
3722020,42.382895370321066,3887,0,0,0,Low
4418099,53.015064698044704,4618,4,2,1,High
3392067,40.12541528530096,3533,0,0,1,Low
4536729,52.23407858009904,4775,1,5,0,High
4613629,47.5873464102742,4808,4,3,1,High
2618437,34.12164017547078,2711,0,0,0,Low
4741043,45.138618858897956,5006,4,2,0,High
4499675,47.9605724655733,4722,6,3,0,High
3233272,51.50851809304099,3412,0,0,1,Low
3118792,52.8756249159184,3310,0,0,0,Low
3671302,47.74110855710744,3858,0,0,0,Low
3971532,53.847304709084234,4227,0,0,1,Low
2868281,41.011685148503716,3035,1,0,1,Low
4514501,54.88112481114051,4762,1,5,0,High
4124163,46.07072736947068,4320,0,0,0,Low
5692988,47.27628147779026,5944,0,3,1,High
3816230,46.56403774556375,4009,3,5,0,High
2753725,54.71827912414394,2892,1,1,0,Low
3198083,55.46285208130607,3388,2,0,0,Low
5460393,50.55537502064245,5742,3,3,0,High
4444052,54.52600631846692,4704,5,4,0,High
3208575,57.268011729418745,3377,1,0,1,Low
4336069,44.10389449162033,4606,3,7,0,High
4725805,47.19251783023737,4969,13,5,0,High
4860666,49.90550197499888,5097,4,3,1,High
3274124,49.384522182254315,3471,1,0,0,Low
4619304,51.40336657762932,4867,2,4,1,High
4189848,43.32385074030884,4443,1,0,1,Low
3524677,31.97500705387353,3749,0,0,1,Low
3037797,51.790489923695496,3237,1,2,1,Low
5932607,49.017274488118524,6268,0,2,0,High
5712760,48.01459468907014,5971,4,4,1,High
3908828,44.53012174376361,4140,0,0,0,Low
4005265,39.397585744612364,4243,1,1,1,Low
3211759,42.632311393861755,3356,0,0,1,Low
5340454,49.35277061096934,5656,5,6,0,High
4081274,39.821471185348514,4285,2,0,1,Low
3909824,36.82095551240591,4150,1,0,0,Low
4104545,42.04313152494665,4337,1,1,1,Low
4416921,51.271392521336885,4632,0,0,1,Low
4387643,48.53661127075738,4625,6,3,0,High
3493804,43.95946514822539,3692,0,0,1,Low
3215081,49.37055652939714,3418,1,0,1,Low
5517246,50.093506169896656,5761,4,4,0,High
5109464,55.201183757059944,5389,1,3,0,High
4883029,57.72386102270551,5126,2,5,0,High
2573357,50.165604191663434,2714,2,0,1,Low
5021989,59.526304279892415,5332,4,4,1,High
3489049,47.95006928496521,3635,1,0,0,Low
4535617,49.46484900673637,4817,1,3,0,High
2447096,45.76759161146388,2542,0,0,0,Low
3083718,38.82594562504788,3251,3,0,1,Low
3303160,51.27956604282089,3434,1,0,0,Low
3353100,42.637226259906484,3558,0,0,0,Low
5214819,45.50051511032617,5521,5,6,0,High
3284250,49.58853996504838,3412,3,0,0,Low
4081354,54.624169870441364,4266,0,0,1,Low
2467164,40.88909555645988,2555,0,0,1,Low
4487329,52.96265331986726,4707,6,6,0,High
4309205,52.73244196447196,4494,2,5,1,High
4449903,47.64260213733023,4660,0,0,0,Low
3896360,43.565658075830754,4106,0,0,0,Low
3048755,54.93036888691468,3198,0,0,0,Low
3730256,50.191077042423466,3894,0,0,1,Low
4010576,47.491252926473884,4205,0,0,0,Low
3769462,51.921449980472524,3938,0,0,0,Low
3566773,55.55829488558305,3738,2,1,0,Low
4928739,55.93855463618798,5170,2,7,1,High
3647885,42.52229160457761,3792,0,0,0,Low
3163595,52.27038460025985,3312,1,0,1,Low
4698697,48.71367833020329,4905,3,4,0,High
4904537,49.44228777017368,5191,2,4,0,High
4868059,51.80686404540863,5116,2,3,0,High
3673648,48.273342990183046,3878,0,1,1,Low
3151992,38.844384703113214,3313,0,0,1,Low
3395727,41.88378065665775,3575,0,1,1,Low
4914041,46.41048163314506,5201,5,6,1,High
3520922,42.681149432745386,3697,1,0,0,Low
3825149,44.986328907986255,4069,1,0,0,Low
3555774,50.36271062593403,3782,1,0,1,Low
3426128,38.55459179468245,3565,1,0,0,Low
3550591,56.314968434761234,3764,0,0,1,Low
2405862,54.77044894482834,2563,0,0,1,Low
2655851,52.10577017249314,2794,0,1,1,Low
3351594,50.296766520788346,3561,1,0,1,Low
5552118,52.856450057879776,5818,1,9,0,High
3354673,44.00588478516006,3515,0,0,0,Low
3465377,47.47640254324884,3629,0,0,1,Low
5601156,53.33185389242877,5931,5,5,0,High
4617925,54.366219775487245,4837,2,1,0,High
4948952,52.2479633392389,5232,3,3,0,High
3863290,55.03426676205003,4049,4,0,1,High
3395790,58.559928919993084,3572,1,0,0,Low
3710554,46.70090690176066,3923,0,0,1,Low
3675201,54.63486774415571,3819,2,1,1,Low
4825132,48.92425475336772,5079,5,3,0,High
3719507,51.466963228024156,3950,2,2,1,Low
3409226,54.13479378835495,3599,1,0,1,Low
3305686,50.71979024604889,3450,1,0,1,Low
3995174,50.18633224202547,4223,2,0,1,Low
4412784,53.162483886821974,4687,3,3,1,High
6240798,54.07982131839073,6565,7,6,0,High
4892337,48.86300897547657,5151,1,3,1,High
4561753,45.53797659018608,4807,3,6,1,High
3388906,47.57053174639432,3524,1,1,1,Low
4995599,50.858933897805386,5249,6,5,0,High
3707107,44.09528520548979,3942,0,0,1,Low
5108156,51.36603412502061,5338,4,6,0,High
3295091,53.346006214780395,3421,0,0,1,Low
4440223,48.06243375819204,4717,2,6,1,High
3217369,38.966152237957395,3420,0,1,1,Low
3761842,47.84977560832081,4006,2,0,1,Low
4737660,52.93042467859536,4952,1,5,0,High
3888833,50.529825055730484,4121,0,1,1,Low
4404923,50.70493465802191,4614,3,5,1,High
3291011,45.408520703506895,3461,0,1,1,Low
4099354,50.932074284618395,4281,4,4,1,High
3573375,56.447805248778955,3736,1,0,1,Low
3784765,50.471460761556564,3975,0,0,0,Low
5036973,56.11792896682231,5257,4,5,1,High
3083772,51.14215618052925,3220,0,0,1,Low
2299133,46.02871324565232,2396,1,0,1,Low
4375059,49.8123070504321,4626,1,0,0,Low
4084703,50.01282762715816,4252,3,7,1,High
3752585,39.852959765091704,3913,0,0,0,Low
3588077,51.79854221243846,3727,0,0,1,Low
4020995,49.66900683806881,4228,2,0,0,Low
3726587,55.04105457923854,3876,0,0,0,Low
3190444,57.01624385873111,3359,0,0,1,Low
3236463,54.09958185500591,3395,1,0,1,Low
4506805,46.42064277551768,4760,6,2,0,High
3810173,43.09692845685731,3995,0,1,1,Low
3264875,43.168389117042196,3420,2,0,1,Low
3834713,36.20466773656332,4005,0,0,0,Low
3654896,38.67998999260713,3859,0,0,1,Low
3267853,43.79031269309078,3485,1,0,1,Low
3415898,58.54095896878431,3615,2,0,1,Low
3398583,50.23902799352657,3533,0,0,1,Low
3322962,47.19602837181919,3457,0,0,1,Low
4932195,45.630018938207996,5167,0,0,1,Low
4356342,40.66775812900819,4617,0,0,0,Low
3938515,41.160571679746546,4168,0,0,0,Low
4909728,49.71652596387898,5161,3,7,0,High
3354069,44.73411432403537,3490,0,0,0,Low
3507607,49.41284231348339,3703,0,0,1,Low
2848667,48.973765433197194,2982,1,1,0,Low
3783924,49.8014822506214,3941,0,0,1,Low
4865263,51.92175223071615,5128,5,3,0,High
5438769,55.109980650780805,5732,4,3,1,High
2645186,44.943405551245064,2744,0,0,0,Low
3770946,43.323857973883186,3977,1,0,1,Low
3195857,59.99931334913734,3324,3,2,0,High
5594657,50.34444433081277,5851,3,8,0,High
3328334,51.529331328267865,3491,0,0,0,Low
3884716,40.31179302168299,4068,0,0,1,Low
2809385,51.78309272224981,2921,0,0,0,Low
4812747,56.60951671510698,5112,6,6,1,High
5235365,51.06178491585097,5485,4,7,0,High
2238788,50.399809155370335,2381,2,0,1,Low
4043216,50.340449226732794,4305,0,0,1,Low
3291976,54.56541585784619,3444,0,0,1,Low
2769050,54.155019792554704,2935,0,0,1,Low
4811371,49.01682869800341,5072,3,1,1,High
3581049,54.819263333486006,3810,0,0,1,Low
5584186,53.56490245326104,5900,0,3,1,High
3509415,49.24930997963866,3644,1,0,1,Low
3058473,36.90525503503662,3212,1,0,1,Low
3785822,55.08261552312335,3957,3,1,0,Low
3702774,48.795070184631975,3862,1,0,1,Low
3338575,46.97823301435192,3504,0,0,1,Low
3796518,48.33392033197442,3977,4,5,0,High
4065599,41.2640388214769,4267,1,1,1,Low
3728236,43.947296896434004,3914,0,1,1,Low
4785614,54.857224066999294,5028,7,4,1,High
3353418,52.49377701248094,3507,0,0,1,Low
4863136,48.75572797794515,5142,4,4,0,High
4810164,52.929455518034906,5095,6,3,0,High
3551781,44.013250679314986,3777,0,0,1,Low
3173909,50.433135638741405,3382,1,1,0,Low
2739891,42.96227215377017,2853,0,0,0,Low
2500763,46.093940017911464,2598,0,0,1,Low
4762011,52.6800143932848,5041,3,2,0,High
3393593,49.70839131202197,3549,3,0,1,Low
3989467,46.310257034055866,4217,1,6,0,High
4487034,50.66453272310337,4743,1,0,1,Low
3956624,52.6748628358373,4137,0,1,1,Low
3781878,38.12203828953792,3991,1,1,1,Low
3857256,53.340723914145094,4031,1,0,1,Low
3865540,45.30299454149223,4041,1,0,1,Low
4043456,52.40763397625237,4209,1,0,0,Low
4305782,46.11291973009895,4564,1,0,0,Low
3350889,47.98728892988694,3492,0,0,1,Low
5049650,53.50631120190673,5333,4,3,0,High
3760740,50.59977895339878,3944,1,0,0,Low
3081677,42.02196952715311,3287,0,0,1,Low
3511880,45.13971375760421,3657,1,2,1,Low
3623339,39.83379824032427,3826,1,1,1,Low
5322298,49.21763599633906,5574,3,7,0,High
5215929,51.951962651318595,5526,4,3,0,High
2599442,40.38421721494722,2730,0,1,0,Low
4049998,42.73754745120957,4274,1,1,1,Low
2957111,51.07377689589577,3135,0,0,1,Low
4812493,61.53530428896906,5092,6,2,1,High
2946336,44.105952028068344,3092,1,0,0,Low
4618389,57.33887157945375,4886,2,0,1,Low
3317248,33.967138554582256,3456,1,0,1,Low
4263492,51.731585860811755,4462,0,2,0,High
3653801,53.485837884106864,3852,2,0,0,Low
5275895,58.13132456570489,5557,3,3,0,High
4906083,61.01609856140955,5133,4,5,1,High
3536046,51.461652462764306,3722,2,0,1,Low
3556688,43.589933635833916,3715,0,0,1,Low
4402048,49.000763968921525,4647,0,0,0,Low
5389062,52.099724000017524,5682,1,6,1,High
2986595,57.27803299325738,3109,0,0,0,Low
3737468,46.11544649016925,3912,2,0,1,Low
4190191,56.53374288869622,4406,1,5,1,High
4181537,43.46743616689068,4400,2,0,1,Low
3470079,39.592802581197226,3650,1,0,1,Low
4919652,55.24658159442402,5172,1,1,0,High
3750647,40.11584820826923,3899,1,0,1,Low
3400472,50.16554819497355,3572,0,0,1,Low
3737097,49.949013380514494,3918,0,1,1,Low
3499066,45.99971097387031,3724,1,0,1,Low
3634997,50.827969289179,3856,0,0,0,Low
3523042,61.01039009840662,3739,0,0,0,Low
4543373,50.9152045311783,4750,6,5,0,High
3392349,47.192169304090214,3521,1,0,1,Low
4248561,54.34800397223499,4475,0,0,1,Low
3336246,49.91905885308128,3468,0,0,1,Low
3160171,56.56506082148565,3369,0,1,0,Low
3117845,44.53780715033882,3296,2,0,1,Low
1946465,52.118941702193446,2067,0,0,1,Low
4802212,48.94815469982094,5053,2,2,0,High
3711548,45.90161658029933,3916,1,0,0,Low
4422832,31.261792849067362,4615,1,0,1,Low
4262233,49.01807743163085,4449,0,0,1,Low
2915084,46.631170856614254,3043,0,0,0,Low
4134209,54.24907908802772,4318,5,6,0,High
4759041,41.42575341067222,4974,0,0,1,Low
3185844,45.24123387863845,3303,3,0,1,Low
4668926,53.13955974896862,4945,4,4,1,High
3403455,50.74813242308918,3559,1,0,1,Low
3164031,49.230099737177866,3306,0,0,1,Low
3638203,55.97770673205695,3835,1,0,1,Low
4604048,45.01998796921826,4826,1,3,0,High
3723874,46.385175962580014,3923,0,0,1,Low
2672774,49.59417318012701,2798,1,0,1,Low
3509506,54.11182766861336,3733,1,1,0,Low
4729845,51.661486333559154,4978,4,6,0,High
4876548,54.71219064890504,5127,2,3,0,High
4012524,47.19131199515522,4229,1,0,1,Low
3598600,50.429499966906576,3806,1,0,1,Low
3618333,49.56645619840636,3802,1,1,1,Low
3132724,43.7555489881135,3294,0,0,1,Low
5997054,58.36263779892125,6275,1,7,1,High
4085410,52.754928499938956,4345,4,2,0,High
3978517,36.10656036053214,4197,0,0,1,Low
5429189,47.342030656167694,5716,6,1,0,High
3174160,50.24754690934331,3386,2,0,0,Low
3766681,45.12993446932681,3994,1,1,1,Low
4742952,50.82297143403029,4955,2,4,0,High
3474687,47.3869116946206,3653,0,0,0,Low
2461202,58.79865552651978,2573,2,0,1,Low
4248171,47.34130045383815,4429,0,0,0,Low
4606174,45.743764722168365,4861,3,4,0,High
3809315,48.519978355408014,4023,1,2,1,Low
4755606,54.04970597448379,4996,4,3,1,High
5051428,52.41742565067691,5352,9,3,0,High
3904096,47.09709217520737,4129,2,0,1,Low
3305016,50.345692267648616,3454,1,0,1,Low
3355433,48.71012440481518,3511,0,0,0,Low
2768633,56.16558399686275,2872,0,1,1,Low
4915622,51.99372018711721,5178,5,5,1,High
4666434,57.160324628174536,4916,3,3,1,High
3178023,51.35122862160192,3331,1,0,1,Low
4832517,52.26665083894399,5080,2,4,0,High
3395045,38.11390257677682,3569,0,0,1,Low
3385025,51.399095135785814,3602,0,1,1,Low
4027584,54.831379875450956,4207,0,0,0,Low
3675230,50.44502938700006,3885,3,1,0,Low
2367081,38.08153094102132,2494,0,1,0,Low
3038777,40.46932722514981,3168,0,0,0,Low
3185078,47.44877786631336,3330,0,0,1,Low
3798743,45.316417168490815,4047,0,1,0,Low
5384225,52.73230821651912,5658,3,8,1,High
4262938,53.89467832402653,4491,0,0,1,Low
3627381,51.47030472201077,3832,1,1,1,Low
3205468,49.519950705615756,3423,0,1,0,Low
3669415,48.75172564045872,3871,0,1,1,Low
5200612,53.56207397060975,5480,3,7,0,High
2898960,49.06484685011132,3062,0,1,0,Low
3421115,41.33782165694063,3562,0,1,0,Low
3698759,54.35231141007914,3929,1,0,1,Low
3343958,60.51096664091992,3484,0,3,1,Low
4263610,39.298798093990705,4485,0,0,0,Low
3319619,44.39080497186555,3491,1,0,1,Low
4105969,57.26703211004298,4369,0,0,1,Low
3544089,45.7751850392041,3714,0,1,1,Low
5086278,44.22899422251726,5402,2,3,1,High
2716777,49.16718793941465,2907,0,0,1,Low
3129546,47.8668476702583,3341,1,1,1,Low
3114147,53.28737035317778,3321,2,0,0,Low
3788770,48.08467862241852,3960,4,3,0,High
3362600,40.919235350183286,3564,0,0,0,Low
3653472,48.40486635185174,3841,0,0,1,Low
3866496,60.81250356013065,4108,0,0,1,Low
3545742,52.23172211408237,3695,0,0,0,Low
3707449,47.929822461284466,3945,0,1,0,Low
3695639,50.456751115342314,3866,0,0,1,Low
3925538,44.57731638495378,4155,0,2,1,Low
3190677,42.6077256231192,3393,1,0,1,Low
3367670,40.341161765538324,3568,0,2,1,Low
4103789,55.98965998959245,4277,9,4,0,High
5327800,53.42446749485532,5587,6,5,1,High
4409214,52.370591242783775,4647,3,2,0,High
